Title,Year,Summary,Short Summary,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast,Genres
The Woman Who Left,2016,"After 30 years of wrongful imprisonment, a woman plans to take revenge on her former lover.","After 30 years of wrongful imprisonment, a woman plans to take revenge on her former lover.",tt5843990,226,MOopZgQuYz0,7.6,https://m.media-amazon.com/images/M/MV5BODFjNjg2ZWEtMjlhOS00MjU0LWFhYTItNDkwYzQyMGU1NTFhXkEyXkFqcGdeQXVyODM3MjA1NA@@._V1_.jpg,Lav Diaz,Lav Diaz,Charo Santos-Concio|John Lloyd Cruz|Michael De Mesa,Drama
The Outsider,2018,An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.,An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.,tt2011311,120,QNNcl2mEHzQ,6.3,https://m.media-amazon.com/images/M/MV5BMjIyYjAzOWItNzI5Yy00NGU4LTlhODktYjZmZThmMTY3ZWNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Martin Zandvliet,Andrew Baldwin,Jared Leto|Kippei Shîna|Tadanobu Asano,Crime|Drama|Mystery
Love Per Square Foot,2018,"Love Per Sq Ft, is a feature film which deals with the very common predicaments that faces today's urban youth; finding a house and finding love. Through the course of this romantic comedy we see Sanjay Chaturvedi and Karina D'souza desperately seeking a house, but realizing the difference between 'ghar' and 'makaan'.","Individually, Sanjay and Karina don't earn enough to be able to buy a home, so they enter into a marriage of convenience.",tt7853242,133,sGIez5mIc0U,7.2,https://m.media-amazon.com/images/M/MV5BMzM4NGVhYjQtMTM5OS00ZmQ5LTg3NzktZDY5NzMwNmI4YzRmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Anand Tiwari,Asif Ali Beg,Angira Dhar|Vicky Kaushal,Comedy|Romance
Hotel Salvation,2016,"Faced with his father's untimely and bizarre demand to go and die in the holy city of Varanasi and attain Salvation, a son is left with no choice but to embark on this journey.","Faced with his father's untimely and bizarre demand to go and die in the holy city of Varanasi and attain Salvation, a son is left with no choice but to embark on this journey.",tt5997928,102,Que1V8IEcEU,7.3,https://m.media-amazon.com/images/M/MV5BNDg5OWQ0ZmEtMTk5YS00MjE4LWE1OGMtYTYxYzQ1YzM2NzZhXkEyXkFqcGdeQXVyNjg1NDE5NjI@._V1_.jpg,Shubhashish Bhutiani,Shubhashish Bhutiani,Adil Hussain|Lalit Behl,Comedy|Drama
Lego DC Comics Super Heroes: The Flash,2018,"The morning sun shines on the jewel of the Metropolis skyline, The Daily Planet building. But when The Joker decides this building needs a renovation, it's time to sound the Trouble Alert because all bricks are about to break loose! The Justice League leaps into action but as the battle is brewing against The Joker something goes haywire with The Flash's powers causing him to get caught in a repeating time loop and even stranger is the yellow clad Reverse Flash taunting him at every turn! It will take all of Flash's speed, a little magic and the helping hands and paws of the Justice League's new recruits The Atom, Krypto the Super Dog and Ace the Bat Hound to break the cycle and save Metropolis!","The morning sun shines on the jewel of the Metropolis skyline, The Daily Planet building. But when The Joker decides this building needs a renovation, it's time to sound the Trouble Alert ...",tt7877382,78,AGKDZNU_HNo,6.5,https://m.media-amazon.com/images/M/MV5BODY5NjI2OTEtODI2ZC00MjJhLTk5MTEtNmM5MzlmNTUwNzEwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg,Ethan Spaulding,James Krieg,James Arnold Taylor|Kate Micucci,Action|Adventure|Animation
Prodigy,2017,"Dr. Fonda, an unconventional psychologist, is consulted on the case of a troubled young genius, Ellie. Upon meeting the girl in a high-security facility, under the watchful eyes of a roomful of experts, Fonda is surprised to discover the advanced nature of Ellie's intelligence. However, as their session progresses he uncovers just how desperate and dangerous this situation really is...","A psychologist engages a dangerous, young genius in a battle of wits -- unaware of the supernatural power the girl possesses, or that her life hangs in the balance.",tt5017936,80,SpkYUAUlmFc,6.6,https://m.media-amazon.com/images/M/MV5BODhkMzE3MDAtM2ExYS00YmNlLWFiMmUtNTAxOTQ0ODRmMjEzXkEyXkFqcGdeQXVyNDYyNzkxMQ@@._V1_.jpg,Alex Haughey,Alex Haughey,Jolene Andersen|Richard Neil|Savannah Liles,Drama|Sci-Fi|Thriller
Pitch Perfect 3,2017,"After the highs of winning the World Championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",tt4765284,93,aVsOXRgjeeU,6.0,https://m.media-amazon.com/images/M/MV5BMTU5NDI1MjkwMF5BMl5BanBnXkFtZTgwNjIxNTY2MzI@._V1_.jpg,Trish Sie,Kay Cannon,Anna Kendrick|Rebel Wilson,Action|Comedy|Music
The Vanishing of Sidney Hall,2017,"Sidney Hall finds accidental success and unexpected love at an early age, then disappears without a trace.","Sidney Hall finds accidental success and unexpected love at an early age, then disappears without a trace.",tt1291566,119,I3A12z2ETTk,6.8,https://m.media-amazon.com/images/M/MV5BMTUyNzY0NzYyOV5BMl5BanBnXkFtZTgwODQzNjQ1NDM@._V1_.jpg,Shawn Christensen,Shawn Christensen,Elle Fanning|Janina Gavankar|Michelle Monaghan,Drama|Mystery
Jumanji: Welcome to the Jungle,2017,"In a brand new Jumanji adventure, four high school kids discover an old video game console and are drawn into the game's jungle setting, literally becoming the adult avatars they chose. What they discover is that you don't just play Jumanji - you must survive it. To beat the game and return to the real world, they'll have to go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves - or they'll be stuck in the game forever, to be played by others without break.","Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",tt2283362,119,2QKg5SZ_35I,7.0,https://m.media-amazon.com/images/M/MV5BODQ0NDhjYWItYTMxZi00NTk2LWIzNDEtOWZiYWYxZjc2MTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Jake Kasdan,Chris McKenna,Dwayne Johnson|Karen Gillan,Action|Adventure|Comedy
Pan's Labyrinth,2006,"In 1944 falangist Spain, a girl, fascinated with fairy-tales, is sent along with her pregnant mother to live with her new stepfather, a ruthless captain of the Spanish army. During the night, she meets a fairy who takes her to an old faun in the center of the labyrinth. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks. If she fails, she will never prove herself to be the the true princess and will never see her real father, the king, again.","In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",tt0457430,118,E7XGNPXdlGQ,8.2,https://m.media-amazon.com/images/M/MV5BNzJlMjI2NjEtY2FmNy00ZTE0LWJjYWEtZDg0YmY1ZDBlNmEyXkEyXkFqcGdeQXVyOTI5NTk5NTQ@._V1_.jpg,Guillermo del Toro,Guillermo del Toro,Ariadna Gil|Ivana Baquero|Sergi López,Drama|Fantasy
Along with the Gods: The Two Worlds,2017,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he's able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.","After a heroic death, a firefighter navigates the afterlife with the help of three guides.",tt7160070,139,sD7dmu-IWNw,7.4,https://m.media-amazon.com/images/M/MV5BN2FjN2Q0ZWQtN2NiOC00MTZjLTg3ZDEtMmVkNzM0ODBkYmU1XkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_.jpg,Yong-hwa Kim,Ho-min Ju,Ji-Hoon Ju|Jung-woo Ha|Tae-Hyun Cha,Action|Drama|Fantasy
Dark Blue World,2001,"March 15, 1939: Germany invades Czechoslovakia. Czech and Slovak pilots flee to England, joining the RAF. After the war, back home, they are put in labor camps, suspected of anti-Communist ideas. This film cuts between a post-war camp where Franta is a prisoner and England during the war, where Franta is like a big brother to Karel, a very young pilot. On maneuvers, Karel crash lands by the rural home of Susan, an English woman whose husband is MIA. She spends one night with Karel, and he thinks he's found the love of his life. It's complicated by Susan's attraction to Franta. How will the three handle innocence, Eros, friendship, and the heat of battle? When war ends, what then?",The friendship of two men becomes tested when they both fall for the same woman.,tt0244479,112,AJTz9VozSYI,7.3,https://m.media-amazon.com/images/M/MV5BODk0YjZlYjgtNTM2Mi00YzM0LTkzMTItOGI5YjYzZTg2Zjk3L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg,Jan Sverák,Zdenek Sverák,Krystof Hádek|Ondrej Vetchý|Tara Fitzgerald,Action|Drama
Ilo Ilo,2013,"Set in Singapore, Ilo Ilo chronicles the relationship between the Lim family and their newly arrived maid, Teresa. Like many other Filipino women, she has come to this city in search of a better life. Her presence in the family worsens their already strained relationship. Jiale, the young and troublesome son, starts to form a unique bond with Teresa, who soon becomes an unspoken part of the family. This is 1997 and the Asian Financial Crisis is beginning to be felt in the region...","In 90s Singapore, the friendship between Filipino nursemaid Teresa and her young charge Jiale makes waves in a family, while the Asian recession hits the region.",tt2901736,99,MqtITxxMZvc,7.3,https://m.media-amazon.com/images/M/MV5BMTM3NzU5NjAwNF5BMl5BanBnXkFtZTcwMzQzMDI1OQ@@._V1_.jpg,Anthony Chen,Anthony Chen,Angeli Bayani|Tian Wen Chen|Yann Yann Yeo,Drama
Bowling for Columbine,2002,"The United States of America is notorious for its astronomical number of people killed by firearms for a developed nation without a civil war. With his signature sense of angry humor, activist filmmaker Michael Moore sets out to explore the roots of this bloodshed. In doing so, he learns that the conventional answers of easy availability of guns, violent national history, violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage. In order to arrive at a possible explanation, Michael Moore takes on a deeper examination of America's culture of fear, bigotry and violence in a nation with widespread gun ownership. Furthermore, he seeks to investigate and confront the powerful elite political and corporate interests fanning this culture for their own unscrupulous gain.",Filmmaker Michael Moore explores the roots of America's predilection for gun violence.,tt0310793,120,hH0mSAjp_Jw,8.0,https://m.media-amazon.com/images/M/MV5BOWY2OWM1ODEtNDU5OS00MjMwLTliYzItZWZlOTEyYmQ2Njg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Michael Moore,Michael Moore,Charlton Heston|Marilyn Manson|Michael Moore,Documentary|Crime|Drama
Paddington 2,2017,"Paddington is happily settled with the Brown family in Windsor Gardens, where he has become a popular member of the community, spreading joy and marmalade wherever he goes. While searching for the perfect present for his beloved Aunt Lucy's 100th birthday, Paddington spots a unique pop-up book in Mr. Gruber's antique shop, and embarks upon a series of odd jobs to buy it. But when the book is stolen, it's up to Paddington and the Browns to unmask the thief.","Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",tt4468740,103,sw7RElt-SvE,8.0,https://m.media-amazon.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_.jpg,Paul King,Paul King,Ben Whishaw|Hugh Grant,Adventure|Comedy|Family
Chasing Coral,2017,"Coral reefs around the world are vanishing at an unprecedented rate. A team of divers, photographers and scientists set out on a thrilling ocean adventure to discover why and to reveal the underwater mystery to the world.","Coral reefs around the world are vanishing at an unprecedented rate. A team of divers, photographers and scientists set out on a thrilling ocean adventure to discover why and to reveal the underwater mystery to the world.",tt6333054,93,b6fHA9R2cKI,8.1,https://m.media-amazon.com/images/M/MV5BOTkwMGM3MzgtOGVlMy00ZGY1LWEwNTYtM2E2NzhhYTAyYTVkL2ltYWdlXkEyXkFqcGdeQXVyMTE1NjQzNDI@._V1_.jpg,Jeff Orlowski,Davis Coombe,Andrew Ackerman|Pim Bongaerts,Comedy
Gaga: Five Foot Two,2017,"The documentary pulls back the curtain to introduce the woman behind the performer, the costumes, the glitz and the glamour. Off-stage, in the studio, unplugged and at home, audiences get an unguarded glimpse at Gaga through a series of personal highs and lows and the culmination of a year's emotional journey. From struggles with relationships to health issues, from finding solace in her inner circle to conquering her insecurities, Gaga: Five Foot Two navigates the divide between life as a superstar and life as an everyday woman.",This documentary goes behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.,tt7291268,100,IxI1iOi0t-c,7.1,https://m.media-amazon.com/images/M/MV5BMTUzNzAxNTM0MV5BMl5BanBnXkFtZTgwODE1NzMzMzI@._V1_.jpg,Chris Moukarbel,Sandra Amador,Tony Bennett,Music|Documentary
The Farthest,2017,"Is it humankind's greatest achievement? 12 billion miles away a tiny spaceship is leaving our Solar System and entering the void of deep space. It is the first human-made object ever to do so. Slowly dying within its heart is a plutonium generator that will beat for perhaps another decade before the lights on Voyager finally go out. But this little craft will travel on for millions of years, carrying a Golden Record bearing recordings and images of life on Earth. In all likelihood Voyager will outlive humanity and all our creations. It could be the only thing to mark our existence. Perhaps some day an alien will find it and wonder. The story of Voyager is an epic of human achievement, personal drama and almost miraculous success. Launched 16 days apart in Autumn 1977, the twin Voyager space probes have defied all the odds, survived countless near misses and almost 40 years later continue to beam revolutionary information across unimaginable distances. With less computing power than a ...",It is one of humankind's greatest achievements. More than 12 billion miles away a tiny spaceship is leaving our Solar System and entering the void of deep space - the first human-made object ever to do so.,tt6223974,121,znTdk_de_K8,8.1,https://m.media-amazon.com/images/M/MV5BYzE3MTFiNjItY2MwNy00NzBkLTgzMmQtMjRhMzg3ZDUzMzQwXkEyXkFqcGdeQXVyNzMxNjIyMTA@._V1_.jpg,Emer Reynolds,Emer Reynolds,Carolyn Porco|Frank Drake|John Casani,Documentary
Loveless,2017,"Still living under the same roof, the Moscow couple of Boris and Zhenya is in the terrible final stages of a bitter divorce. Under those circumstances, as both have already found new partners, the insults pour down like rain in this toxic familial battle zone, always pivoting around the irresolvable and urgent matter of Alyosha's custody, their 12-year-old only son. Unheard, unloved, and above all, unwanted, the introverted and unhappy boy feels that he is an intolerable burden, however, what his parents don't know is that he can hear every single word. As a result, when Boris and Zhenya finally realize that Alyosha has been missing for nearly two days, it is already too late. But is this a simple case of a runaway teenager?",A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,tt6304162,127,6h5GuecUU-Q,7.7,https://m.media-amazon.com/images/M/MV5BMzU3ODQ3MzQ5Nl5BMl5BanBnXkFtZTgwMDQwMDIzNDM@._V1_.jpg,Andrey Zvyagintsev,Oleg Negin,Aleksey Rozin|Maryana Spivak|Matvey Novikov,Drama
Icarus,2017,"When Bryan Fogel sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller involving dirty urine, unexplained death and Olympic Gold-exposing the biggest scandal in sports history.","When Bryan Fogel sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller...",tt6333060,121,qXoRdSTrR-4,8.0,https://m.media-amazon.com/images/M/MV5BY2QyZWZjY2UtMTJjZS00YmFlLWJmM2QtZTczODc5MTFkYjQyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Bryan Fogel,Jon Bertain,Sebastian Coe|Thomas Bach,Documentary|Sport
Veronica,2017,"Madrid, June of 1991. Verónica is a teenage girl surpassed by the circumstances after her father died recently, her mother works in a bar all day and she must care for her three siblings, twin girls Lucía and Irene and the youngest Antoñito. Still mourning for her father's death, Verónica decides to play Ouija with her friends Rosa and Diana, taking advantage a total solar eclipse where all classmates and teachers are on the school's rooftop watching it. Alone in the cellar, the girls try to contact their recent deceased family members, but the session goes wrong and something happens to Verónica. She hid from her mother what has happened, Verónica starts to feel strange presences inside the house and fears that these ghosts are a threat to any of her siblings. Advised by Sister Narcisa (nicknamed by the children as Sister Death) about the sinister spirit which is close to her, Verónica looking for a way to break the contact with the ghost and save everyone, suffering hallucinations ...","Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates.",tt5862312,105,wNlMIvKnjOQ,6.2,https://m.media-amazon.com/images/M/MV5BMmRkMDQzYzItZDFhMS00YzM1LTk0ZGMtZmExMzdiNzEwOTE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Paco Plaza,Fernando Navarro,Bruna González|Claudia Placer|Sandra Escacena,Drama|Horror|Mystery
Hostages,2017,"The movie describes real events that took place in 1983, when seven young Georgians, all from intellectual elite families, attempted to flee the Soviet Union by hijacking an airliner. The crisis ended with a storming of the airliner by Soviet special forces that resulted in eight dead. The surviving hijackers were subsequently tried and executed.","The movie describes real events that took place in 1983, when seven young Georgians, all from intellectual elite families, attempted to flee the Soviet Union by hijacking an airliner. The ...",tt5207262,103,apVZcaujlGs,6.3,https://m.media-amazon.com/images/M/MV5BNTU3Njc1ZjEtMDU5ZC00ODIwLTk0NjItMzhlMzZmYWY1MWZhXkEyXkFqcGdeQXVyMTY3MjMxMjY@._V1_.jpg,Rezo Gigineishvili,Lasha Bugadze,Avtandil Makharadze|Irakli Kvirikadze|Tinatin Dalakishvili,Drama|History|Thriller
Tsukiji Wonderland,2016,"In Tokyo, Japan, the Tsukiji Fish Market is a massive complex where a wide variety of fish products are brokered. The Market employs over 12,000 workers, and about 30,000 customers conduct business there daily. The Market provides fish for Japanese restaurants and consumers, but also sends exotic product throughout the world. The documentary focuses upon the Japanese wholesalers who become fish experts, and devote their life to finding the best, most-desirable fish for their finicky customers.","In Tokyo, Japan, the Tsukiji Fish Market is a massive complex where a wide variety of fish products are brokered. The Market employs over 12,000 workers, and about 30,000 customers conduct ...",tt3772612,111,Jo7DARJOhBc,7.5,https://m.media-amazon.com/images/M/MV5BN2E4ZDBjYjAtMWJjNy00OTk2LTljNzYtMTkxYWQ0YzJjMTQ5XkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_.jpg,Naotarô Endô,Documentary
Strangled,2016,"Based on real-life events, this psycho-thriller is set in the provincial Hungary of the 1960s, when a series of atrocious murders shock the small town of Martfü. A psychotic killer is on the prowl, who continues to slaughter young women while an innocent man is wrongly accused and sentenced for crimes he could never have committed. A determined detective arrives on the scene and soon becomes obsessed with the case while under pressure from the prosecutor to see a man hang. Stuck in the suffocating social, political and psychological world of socialist Hungary, we soon find ourselves entangled in a web of intricate conspiracy and disturbing drama.","Based on real-life events, this psycho-thriller is set in the provincial Hungary of the 1960s, when a series of atrocious murders shock the small town of Martfü. A psychotic killer is on ...",tt4975280,121,SpVUhG-fSxI,7.1,https://m.media-amazon.com/images/M/MV5BN2RmODY5MzctN2ZhMi00YWNiLTg4MzMtMzFkZWFkZGUyMmI0XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_.jpg,Árpád Sopsits,Károly Hajduk,Zsolt Anger,Thriller
Still Life,2013,"Still Life is a poignant, quixotic tale of life, love and the afterlife. Meticulous and organized to the point of obsession, John May (Eddie Marsan) is a council worker charged with finding the next of kin of those who have died alone. When his department is downsized, John must up his efforts on his final case, taking him on a liberating journey that allows him to start living life at last.",A council case worker looks for the relatives of those found dead and alone.,tt2395417,92,1t3SXlPo-WA,7.4,https://m.media-amazon.com/images/M/MV5BMjIyMzI1ODU5MF5BMl5BanBnXkFtZTgwNTIyMTI2MzE@._V1_.jpg,Uberto Pasolini,Uberto Pasolini,Eddie Marsan|Joanne Froggatt|Karen Drury,Drama
Parked,2010,"Fred Daly returns to Ireland with nowhere to live but his car. Then dope-smoking 21-year-old Cathal parks beside him, and brightens up his lonely world. Encouraged by Cathal, Fred meets attractive music teacher Jules. Growing closer, these three outsiders are set on a course that will change their lives forever.","Fred Daly returns to Ireland with nowhere to live but his car. Then dope-smoking 21-year-old Cathal parks beside him, and brightens up his lonely world. Encouraged by Cathal, Fred meets ...",tt1571409,94,m_fTqL3Szo0,6.8,https://m.media-amazon.com/images/M/MV5BMTU3NzYyNTIzOV5BMl5BanBnXkFtZTcwMjA1NzQ3OA@@._V1_.jpg,Darragh Byrne,Ciaran Creagh,Colin Morgan|Colm Meaney|Milka Ahlroth,Drama
Six Shooter,2004,"At the hospital, a doctor gives Donnelly the bad news: his wife of many years has died. He visits her body, placing a photograph of their pet rabbit on her hands. Then, in the early morning light, he leaves and catches a train back home toward Dublin. He sits across from a young talkative man who seems to have a loose screw, making coarse observations, starting an argument with a couple in the next seats who are clearly tense with each other. Over the next few miles, Donnelly learns that all four have lost someone that night, and, in a strange turn of events, the kid bequeaths to Donnelly a gift that may ease his pain. There's a strange bond in grief.","A black and bloody Irish comedy about a sad train journey where an older man, whose wife has died that morning, encounters a strange and possibly psychotic young oddball....",tt0425458,27,K-FpDMOa6a8,7.6,https://m.media-amazon.com/images/M/MV5BODFiYWFjMjUtYzNkNC00MWMwLThlYzItMmM0YTNiNjlmNThmXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_.jpg,Martin McDonagh,Martin McDonagh,Brendan Gleeson|David Wilmot|Rúaidhrí Conroy,Comedy|Drama
Heartbeats,2010,"In a story interspersed with interview tales of romantic pitfalls, friendship turns to romantic rivalry for gay man Francis and straight woman Marie when a veritable Adonis named Nicolas enters their lives. Sexual tensions mount as Francis and Marie await Nicolas' show of preference.",The story of three close friends who are involved in a love-triangle.,tt1600524,101,YknK1G-g-qc,7.2,https://m.media-amazon.com/images/M/MV5BNzY0NTllZTUtNzMwNi00ZWVjLTlhY2UtNGMxMTMyYmRhM2E5XkEyXkFqcGdeQXVyMjA2MjkwNzE@._V1_.jpg,Xavier Dolan,Xavier Dolan,Monia Chokri|Niels Schneider|Xavier Dolan,Comedy|Drama|Romance
"I, Tonya",2017,"From the proverbial wrong side of the tracks in Portland, Oregon, former competitive figure skater Tonya Harding was never fully accepted in the figure skating community for not inherently being the image of grace, breeding and privilege that the community wanted to portray, despite she being naturally gifted in the sport athletically. Despite ultimately garnering some success in figure skating being national champion, a world championship medalist, an Olympian, and being the first American woman to complete a Triple Axel in competition, she is arguably best known for her association to ""the incident"": the leg bashing on January 6, 1994 of her competitor, Nancy Kerrigan, who, unlike Tonya, was everything that the figure skating community wanted in their representatives. Her association to that incident led to Tonya being banned from competitive figure skating for life. Tonya's story from the beginning of her figure skating life at age four to the aftermath of the incident is presented...","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",tt5580036,120,OXZQ5DfSAAc,7.6,https://m.media-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_.jpg,Craig Gillespie,Steven Rogers,Allison Janney|Margot Robbie|Sebastian Stan,Biography|Comedy|Drama
The Breadwinner,2017,"From executive producer Angelina Jolie and the creators of the Academy Award nominated The Secret of Kells and Song of the Sea, comes the highly-anticipated new feature based on Deborah Ellis' bestselling novel. Parvana is an 11-year-old girl growing up under the Taliban in Afghanistan in 2001. When her father is wrongfully arrested, Parvana cuts off her hair and dresses like a boy in order to support her family. Working alongside her friend Shauzia, Parvana discovers a new world of freedom-and danger. With undaunted courage, Parvana draws strength from the fantastical stories she invents, as she embarks on a quest to find her father and reunite her family. Equal parts thrilling and enchanting, The Breadwinner is an inspiring and luminously animated tale about the power of stories to sustain hope and carry us through dark times.","In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.",tt3901826,94,p64O8KAHHaQ,7.6,https://m.media-amazon.com/images/M/MV5BMWM2MzQ4YTAtMTBkZS00ODA1LWFmNTEtMjEwNzk3ZGJiZDc3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,Nora Twomey,Anita Doron,Saara Chaudry|Soma Chhaya,Action|Adventure|Animation
Devil's Tree: Rooted Evil,2018,"Devil's Tree: Rooted Evil is about an aspiring journalist named Sam who finds a Tree with a very dark history. As her own past has demons that continue to haunt her, she eventually finds out what haunts this ominous Tree. Loosely based on real events, the actual Tree still stands today. This film takes you on a ride out of the realm of fantasy and into the realm of true Evil.","Devil's Tree: Rooted Evil is about an aspiring journalist named Sam who finds a Tree with a very dark history. As her own past has demons that continue to haunt her, she eventually finds ...",tt7315526,76,n7ROX-PDs7A,6.2,https://m.media-amazon.com/images/M/MV5BYzVhM2I0ZTUtNTFmMy00NmY0LWE2ODEtNTY1YjViMDdkZTJjXkEyXkFqcGdeQXVyMzI5NjMxNjQ@._V1_.jpg,Chris Alonso,Joshua Louis,Diana D. Ambrosio|Ryan App,Horror|Thriller
Novitiate,2017,"Set in the early 1960s and during the era of Vatican II, a young woman in training to become a nun struggles with issues of faith, the changing church and sexuality.","Set in the early 1960s and during the era of Vatican II, a young woman in training to become a nun struggles with issues of faith, the changing church and sexuality.",tt4513316,123,o6QrP53BEug,6.6,https://m.media-amazon.com/images/M/MV5BMTU5NDQzNTY2MV5BMl5BanBnXkFtZTgwMjgxMTMyMzI@._V1_.jpg,Maggie Betts,Maggie Betts,Alyssa Brindley|Lisa Stewart|Melissa Leo,Drama
The Eternal Road,2017,"Based on true events an epic story of one man's struggle for survival. Jussi Ketola, returns to Finland from the great depression struck America only to face growing political unrest. One summer night of 1930, nationalist thugs violently abduct Ketola from his home. Beaten and forced to walk the Eternal Road towards a foreign Soviet Russia, where cruelty seems to know no end, his only dream is to return to his family cost it what it may. Hope dies last.","Based on true events an epic story of one man's struggle for survival. Jussi Ketola, returns to Finland from the great depression struck America only to face growing political unrest. One ...",tt4173170,103,iYZl0lU6DF4,7.3,https://m.media-amazon.com/images/M/MV5BODA1NDI0ZGYtYjUxNC00MzI3LWJiNWItYzEyZDUyN2Q3MmU0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,Antti-Jussi Annila,Antti-Jussi Annila,Sidse Babett Knudsen|Tommi Korpela,History
The Shape of Water,2017,"From master storyteller Guillermo del Toro comes THE SHAPE OF WATER, an otherworldly fable set against the backdrop of Cold War era America circa 1962. In the hidden high-security government laboratory where she works, lonely Elisa (Sally Hawkins) is trapped in a life of isolation. Elisa's life is changed forever when she and co-worker Zelda (Octavia Spencer) discover a secret classified experiment. Rounding out the cast are Michael Shannon, Richard Jenkins, Michael Stuhlbarg, and Doug Jones.","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",tt5580390,123,XFYWazblaUA,7.5,https://m.media-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,Guillermo del Toro,Guillermo del Toro,Octavia Spencer|Sally Hawkins,Adventure|Drama|Fantasy
Ferdinand,2017,"Destined to become a fearless fighting bull, the young pacifist and flower-loving calf, Ferdinand, summons up the courage to escape from a Spanish bull-training camp, to finally find himself on little Nina's idyllic and fragrant farm. However, an unfortunate run-in with a busy golden bee will send the immense but peaceful animal back to the old Casa del Toro academy, where the famous matador, El Primero, usually selects his worthy bovine opponents for the arena. Does Ferdinand hide a fierce champion underneath a mountain of muscles, or is he a gentle giant after all?","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.",tt3411444,108,n7RkOfN8KvE,6.7,https://m.media-amazon.com/images/M/MV5BOTIwMDI0NjQ4OF5BMl5BanBnXkFtZTgwNjU0MzAyNDM@._V1_.jpg,Carlos Saldanha,Robert L. Baird,John Cena|Kate McKinnon,Animation|Adventure|Comedy
